timestamp,role,model,prompt_version,item_id,persona_id,input_tokens,output_tokens,total_tokens,token_source,est_cost_usd,latency_s,ok
2026-07-04T18:14:20,human_persona,gpt-5.4-mini,persona,item_0000,1,1139,326,1465,api,0.00093675,2.261,1
2026-07-04T18:14:21,human_persona,gpt-5.4-mini,persona,item_0001,3,915,307,1222,api,0.00084275,2.723,1
2026-07-04T18:14:21,human_persona,gpt-5.4-mini,persona,item_0002,3,835,319,1154,api,0.00084675,2.83,1
2026-07-04T18:14:21,human_persona,gpt-5.4-mini,persona,item_0004,6,1075,283,1358,api,0.00083475,2.896,1
2026-07-04T18:14:21,human_persona,gpt-5.4-mini,persona,item_0004,5,1063,296,1359,api,0.00085775,3.202,1
2026-07-04T18:14:21,human_persona,gpt-5.4-mini,persona,item_0003,4,865,271,1136,api,0.00075825,3.203,1
2026-07-04T18:14:21,human_persona,gpt-5.4-mini,persona,item_0000,2,1138,322,1460,api,0.0009285,3.298,1
2026-07-04T18:14:21,human_persona,gpt-5.4-mini,persona,item_0001,2,908,278,1186,api,0.000783,3.317,1
2026-07-04T18:14:21,human_persona,gpt-5.4-mini,persona,item_0003,5,866,309,1175,api,0.0008345,3.427,1
2026-07-04T18:14:23,human_persona,gpt-5.4-mini,persona,item_0005,6,920,321,1241,api,0.000872,2.214,1
2026-07-04T18:14:23,human_persona,gpt-5.4-mini,persona,item_0002,4,833,277,1110,api,0.00076225,4.877,1
2026-07-04T18:14:23,human_persona,gpt-5.4-mini,persona,item_0006,7,881,297,1178,api,0.00081425,2.418,1
2026-07-04T18:14:23,human_persona,gpt-5.4-mini,persona,item_0005,7,899,336,1235,api,0.00089675,2.577,1
2026-07-04T18:14:23,human_persona,gpt-5.4-mini,persona,item_0009,1,1053,302,1355,api,0.00086725,1.933,1
2026-07-04T18:14:24,human_persona,gpt-5.4-mini,persona,item_0007,9,1324,314,1638,api,0.000959,2.313,1
2026-07-04T18:14:24,human_persona,gpt-5.4-mini,persona,item_0008,9,864,327,1191,api,0.00087,2.222,1
2026-07-04T18:14:24,human_persona,gpt-5.4-mini,persona,item_0008,10,871,296,1167,api,0.00080975,2.441,1
2026-07-04T18:14:25,human_persona,gpt-5.4-mini,persona,item_0007,8,1324,316,1640,api,0.000963,3.702,1
2026-07-04T18:14:25,human_persona,gpt-5.4-mini,persona,item_0010,1,932,288,1220,api,0.000809,2.121,1
2026-07-04T18:14:26,human_persona,gpt-5.4-mini,persona,item_0011,3,799,333,1132,api,0.00086575,2.16,1
2026-07-04T18:14:26,human_persona,gpt-5.4-mini,persona,item_0010,2,931,304,1235,api,0.00084075,2.28,1
2026-07-04T18:14:26,human_persona,gpt-5.4-mini,persona,item_0012,4,995,284,1279,api,0.00081675,2.074,1
2026-07-04T18:14:26,human_persona,gpt-5.4-mini,persona,item_0011,2,792,304,1096,api,0.000806,2.501,1
2026-07-04T18:14:27,human_persona,gpt-5.4-mini,persona,item_0013,4,1109,271,1380,api,0.00081925,2.687,1
2026-07-04T18:14:27,human_persona,gpt-5.4-mini,persona,item_0012,3,997,356,1353,api,0.00096125,3.715,1
2026-07-04T18:14:28,human_persona,gpt-5.4-mini,persona,item_0014,6,884,309,1193,api,0.000839,2.411,1
2026-07-04T18:14:28,human_persona,gpt-5.4-mini,persona,item_0015,7,786,293,1079,api,0.0007825,2.333,1
2026-07-04T18:14:28,human_persona,gpt-5.4-mini,persona,item_0015,6,807,298,1105,api,0.00079775,2.458,1
2026-07-04T18:14:29,human_persona,gpt-5.4-mini,persona,item_0016,7,1060,330,1390,api,0.000925,2.746,1
2026-07-04T18:14:29,human_persona,gpt-5.4-mini,persona,item_0006,8,900,299,1199,api,0.000823,7.78,1
2026-07-04T18:14:29,human_persona,gpt-5.4-mini,persona,item_0014,5,872,318,1190,api,0.000854,4.189,1
2026-07-04T18:14:29,human_persona,gpt-5.4-mini,persona,item_0013,5,1110,308,1418,api,0.0008935,4.278,1
2026-07-04T18:14:29,human_persona,gpt-5.4-mini,persona,item_0017,8,880,304,1184,api,0.000828,2.013,1
2026-07-04T18:14:29,human_persona,gpt-5.4-mini,persona,item_0016,8,1079,333,1412,api,0.00093575,2.908,1
2026-07-04T18:14:30,human_persona,gpt-5.4-mini,persona,item_0017,9,880,299,1179,api,0.000818,2.05,1
2026-07-04T18:14:30,human_persona,gpt-5.4-mini,persona,item_0018,10,1217,305,1522,api,0.00091425,2.217,1
2026-07-04T18:14:31,human_persona,gpt-5.4-mini,persona,item_0019,1,856,303,1159,api,0.00082,1.991,1
2026-07-04T18:14:31,human_persona,gpt-5.4-mini,persona,item_0020,1,888,318,1206,api,0.000858,2.141,1
2026-07-04T18:14:31,human_persona,gpt-5.4-mini,persona,item_0021,2,952,281,1233,api,0.0008,2.147,1
2026-07-04T18:14:32,human_persona,gpt-5.4-mini,persona,item_0021,3,959,284,1243,api,0.00080775,2.093,1
2026-07-04T18:14:32,human_persona,gpt-5.4-mini,persona,item_0020,2,887,333,1220,api,0.00088775,2.673,1
2026-07-04T18:14:32,human_persona,gpt-5.4-mini,persona,item_0019,10,878,320,1198,api,0.0008595,3.445,1
2026-07-04T18:14:32,human_persona,gpt-5.4-mini,persona,item_0023,4,994,255,1249,api,0.0007585,1.662,1
2026-07-04T18:14:33,human_persona,gpt-5.4-mini,persona,item_0022,3,941,351,1292,api,0.00093725,2.486,1
2026-07-04T18:14:33,human_persona,gpt-5.4-mini,persona,item_0023,5,995,284,1279,api,0.00081675,2.045,1
2026-07-04T18:14:34,human_persona,gpt-5.4-mini,persona,item_0018,9,1210,345,1555,api,0.0009925,5.571,1
2026-07-04T18:14:34,human_persona,gpt-5.4-mini,persona,item_0024,5,1013,315,1328,api,0.00088325,2.122,1
2026-07-04T18:14:34,human_persona,gpt-5.4-mini,persona,item_0024,6,1025,269,1294,api,0.00079425,2.458,1
2026-07-04T18:14:34,human_persona,gpt-5.4-mini,persona,item_0025,6,848,276,1124,api,0.000764,2.102,1
2026-07-04T18:14:34,human_persona,gpt-5.4-mini,persona,item_0022,4,939,299,1238,api,0.00083275,3.958,1
2026-07-04T18:14:35,human_persona,gpt-5.4-mini,persona,item_0025,7,827,280,1107,api,0.00076675,2.316,1
2026-07-04T18:14:35,human_persona,gpt-5.4-mini,persona,item_0026,8,1053,301,1354,api,0.00086525,2.095,1
2026-07-04T18:14:35,human_persona,gpt-5.4-mini,persona,item_0026,7,1034,299,1333,api,0.0008565,2.586,1
2026-07-04T18:14:36,human_persona,gpt-5.4-mini,persona,item_0009,10,1075,284,1359,api,0.00083675,13.007,1
2026-07-04T18:14:36,human_persona,gpt-5.4-mini,persona,item_0027,9,997,319,1316,api,0.00088725,2.106,1
2026-07-04T18:14:36,human_persona,gpt-5.4-mini,persona,item_0027,8,997,348,1345,api,0.00094525,2.315,1
2026-07-04T18:14:36,human_persona,gpt-5.4-mini,persona,item_0028,10,852,274,1126,api,0.000761,1.972,1
2026-07-04T18:14:36,human_persona,gpt-5.4-mini,persona,item_0029,1,968,305,1273,api,0.000852,2.12,1
2026-07-04T18:14:36,human_persona,gpt-5.4-mini,persona,item_0029,10,990,296,1286,api,0.0008395,2.023,1
2026-07-04T18:14:36,human_persona,gpt-5.4-mini,persona,item_0030,1,1007,255,1262,api,0.00076175,1.81,1
2026-07-04T18:14:37,human_persona,gpt-5.4-mini,persona,item_0030,2,1006,265,1271,api,0.0007815,2.288,1
2026-07-04T18:14:37,human_persona,gpt-5.4-mini,persona,item_0028,9,845,296,1141,api,0.00080325,3.753,1
2026-07-04T18:14:37,human_persona,gpt-5.4-mini,persona,item_0031,2,848,305,1153,api,0.000822,2.482,1
2026-07-04T18:14:37,human_persona,gpt-5.4-mini,persona,item_0032,3,857,251,1108,api,0.00071625,1.776,1
2026-07-04T18:14:37,human_persona,gpt-5.4-mini,persona,item_0032,4,855,236,1091,api,0.00068575,1.714,1
2026-07-04T18:14:38,human_persona,gpt-5.4-mini,persona,item_0033,4,796,225,1021,api,0.000649,1.605,1
2026-07-04T18:14:38,human_persona,gpt-5.4-mini,persona,item_0033,5,797,273,1070,api,0.00074525,2.022,1
2026-07-04T18:14:38,human_persona,gpt-5.4-mini,persona,item_0034,6,825,294,1119,api,0.00079425,2.045,1
2026-07-04T18:14:39,human_persona,gpt-5.4-mini,persona,item_0034,5,813,328,1141,api,0.00085925,2.499,1
2026-07-04T18:14:39,human_persona,gpt-5.4-mini,persona,item_0035,6,889,295,1184,api,0.00081225,2.04,1
2026-07-04T18:14:39,human_persona,gpt-5.4-mini,persona,item_0036,8,1065,270,1335,api,0.00080625,1.82,1
2026-07-04T18:14:40,human_persona,gpt-5.4-mini,persona,item_0036,7,1046,288,1334,api,0.0008375,2.424,1
2026-07-04T18:14:40,human_persona,gpt-5.4-mini,persona,item_0035,7,868,280,1148,api,0.000777,2.505,1
2026-07-04T18:14:40,human_persona,gpt-5.4-mini,persona,item_0038,9,860,288,1148,api,0.000791,2.224,1
2026-07-04T18:14:40,human_persona,gpt-5.4-mini,persona,item_0038,10,867,292,1159,api,0.00080075,2.098,1
2026-07-04T18:14:40,human_persona,gpt-5.4-mini,persona,item_0031,3,855,316,1171,api,0.00084575,4.941,1
2026-07-04T18:14:41,human_persona,gpt-5.4-mini,persona,item_0039,1,786,281,1067,api,0.0007585,2.04,1
2026-07-04T18:14:41,human_persona,gpt-5.4-mini,persona,item_0039,10,808,270,1078,api,0.000742,1.869,1
2026-07-04T18:14:41,human_persona,gpt-5.4-mini,persona,item_0037,8,880,315,1195,api,0.00085,3.425,1
2026-07-04T18:14:41,human_persona,gpt-5.4-mini,persona,item_0040,1,803,295,1098,api,0.00079075,2.043,1
2026-07-04T18:14:41,human_persona,gpt-5.4-mini,persona,item_0037,9,880,312,1192,api,0.000844,3.828,1
2026-07-04T18:14:42,human_persona,gpt-5.4-mini,persona,item_0040,2,802,264,1066,api,0.0007285,2.041,1
2026-07-04T18:14:42,human_persona,gpt-5.4-mini,persona,item_0041,2,831,253,1084,api,0.00071375,2.073,1
2026-07-04T18:14:43,human_persona,gpt-5.4-mini,persona,item_0043,4,808,284,1092,api,0.00077,1.999,1
2026-07-04T18:14:43,human_persona,gpt-5.4-mini,persona,item_0044,5,797,270,1067,api,0.00073925,2.048,1
2026-07-04T18:14:43,human_persona,gpt-5.4-mini,persona,item_0042,3,865,359,1224,api,0.00093425,2.682,1
2026-07-04T18:14:43,human_persona,gpt-5.4-mini,persona,item_0044,6,809,271,1080,api,0.00074425,1.929,1
2026-07-04T18:14:43,human_persona,gpt-5.4-mini,persona,item_0041,3,838,288,1126,api,0.0007855,3.074,1
2026-07-04T18:14:44,human_persona,gpt-5.4-mini,persona,item_0045,6,842,302,1144,api,0.0008145,2.122,1
2026-07-04T18:14:44,human_persona,gpt-5.4-mini,persona,item_0045,7,821,308,1129,api,0.00082125,2.244,1
2026-07-04T18:14:44,human_persona,gpt-5.4-mini,persona,item_0046,7,958,294,1252,api,0.0008275,2.342,1
2026-07-04T18:14:45,human_persona,gpt-5.4-mini,persona,item_0042,4,863,267,1130,api,0.00074975,4.221,1
2026-07-04T18:14:45,human_persona,gpt-5.4-mini,persona,item_0043,5,809,300,1109,api,0.00080225,4.133,1
2026-07-04T18:14:45,human_persona,gpt-5.4-mini,persona,item_0046,8,977,311,1288,api,0.00086625,2.263,1
